page_id,page_namespace,"page_title","page_restrictions",page_counter,page_is_redirect,page_is_new,page_random,"page_touched",page_latest,page_len
840,0,"Contributor:Tobias_Zimmer","",5374,0,0,0.065436270042,"20130609022028",17669,54
841,0,"Contribution:strutsAnnotation","",3874,0,0,0.617995183476,"20130609022030",21202,9436
842,0,"Contribution:html5session","",2351,0,0,0.784691442049,"20130609022031",24402,794
843,0,"Contribution:html5local","",5374,0,0,0.401046567432,"20130609022033",24403,9058
845,0,"Contribution:javaRmi","",844,0,0,0.406641430064,"20130609022035",20817,3731
847,0,"Contribution:javaSyb","",909,0,0,0.549568595345,"20130609022037",24500,3691
848,0,"Contribution:hdbc","",3612,0,0,0.756127691725,"20130609022039",20819,4854
849,0,"Contribution:javaTemplate","",502,0,0,0.268378874456,"20130609022041",24499,2784
851,0,"Feature:Access_control","",658,0,0,0.394266922573,"20130609022141",16495,469
852,0,"Contribution:javaExorcism","",972,0,0,0.234630350662,"20130609022143",24478,11384
854,0,"Contribution:mvar","",3327,0,0,0.339248915902,"20130609022454",21402,5152
859,0,"Contribution:javaParseLib","",539,0,0,0.713966213449,"20130609022516",24482,3453
860,0,"Language:HTML5","",2367,0,0,0.652132004958,"20130609022518",16647,2050
861,0,"Contribution:wp7","",1906,0,0,0.056000653333,"20130609022519",21206,1901
862,0,"Contribution:html5XMLHttpRequest","",4797,0,0,0.929056983231,"20130609022522",21207,9035
863,0,"Technology:WP7_SDK","",249,0,0,0.86330145229,"20130609022522",15789,69
864,0,"Contribution:html5indexedDatabase","",4586,0,0,0.773776134164,"20130609022524",21208,7090
865,0,"Technology:HDBC","",561,0,0,0.344034463527,"20130609022524",18866,353
866,0,"Technology:Sqlite","",209,0,0,0.353492306455,"20130609022526",16973,190
867,0,"Concurrency","",315,0,0,0.931058910658,"20130609022526",18389,202
868,0,"Contribution:wcfRest","",877,0,0,0.323889242338,"20130609022528",20674,845
869,0,"Contribution:silverlight","",2581,0,0,0.071221410452,"20130609022528",21209,5162
870,0,"Contribution:wcf","",3231,0,0,0.899246658021,"20130609022530",20827,7307
872,0,"Contribution:haskellCGI","",3752,0,0,0.870255178792,"20130609022530",23417,9269
873,0,"Contribution:moose","",476,0,0,0.679945451929,"20130609022533",13590,322
874,0,"Contribution:scalaXML","",303,0,0,0.023481682514,"20130609022534",21085,1478
875,0,"Contribution:scalaAkkaActors","",363,0,0,0.90712984407,"20130609022535",20830,1794
876,0,"Contribution:html5ajax","",6050,0,0,0.399616880205,"20130609022536",24404,7373
877,0,"Technology:fcs.exe","",63,0,0,0.786361143805,"20130609022538",17002,146
878,0,"Contribution:javawsClient","",254,0,0,0.798758018249,"20130609022540",13579,423
879,0,"Contribution:javawsServer","",355,0,0,0.297029007986,"20130609022817",20832,571
880,0,"Contributor:Ekaterina_Pek","",231,0,0,0.068297179514,"20130609022819",17595,25
881,0,"Contribution:linq2Sql","",278,0,0,0.757476192682,"20130609022820",13594,212
882,0,"Contribution:wpf","",265,0,0,0.631845823059,"20130609022822",13132,259
883,0,"Contribution:linq2DataSet","",239,0,0,0.310406966339,"20130609022824",13822,339
885,0,"Contribution:haskellParsec","",3074,0,0,0.3053671623,"20130609022825",22030,2980
886,0,"Contributor:Martijn_van_Steenbergen","",194,0,0,0.859349269765,"20130609022827",17633,24
887,0,"Contribution:javaMultithreading","",1225,0,0,0.997650270504,"20130609022829",24481,2631
888,0,"Contributor:Christian_Schlöffel","",247,0,0,0.067149319673,"20130609022831",17583,25
889,0,"Contributor:Johann_Tissen","",220,0,0,0.665191375418,"20130609022832",17619,25
890,0,"Contributor:Rebecca_Bindarra","",195,0,0,0.541298124471,"20130609022834",17649,24
891,0,"Contributor:Tobias_Schmidt","",196,0,0,0.987158688064,"20130609022842",17667,24
892,0,"Contribution:javaTree","",796,0,0,0.425939441585,"20130609022843",23419,2856
893,0,"Contributor:Eduard_Ditler","",195,0,0,0.478165603219,"20130609022857",17591,25
894,0,"Contributor:Hanna-Marike_Reger","",207,0,0,0.18065337345,"20130609022907",17601,25
895,0,"Contributor:Helena_Swerdlow","",220,0,0,0.211904324796,"20130609022908",17603,25
896,0,"Contributor:Jan_Ruether","",190,0,0,0.266595592415,"20130609022908",17613,25
897,0,"Technology:NetBeans","",293,0,0,0.569243389192,"20130609022909",16948,198
898,0,"Contribution:hxt","",3544,0,0,0.058283885637,"20130609023044",21086,4581
899,0,"Contribution:qt","",413,0,0,0.097002063185,"20130609023602",21213,642
900,0,"Contributor:Alexander_Anthes","",188,0,0,0.020000959033,"20130609023603",17573,25
901,0,"Contributor:Katharina_Naujokat","",207,0,0,0.14808025661,"20130609023604",17623,25
902,0,"Contributor:Martina_Sekulla","",201,0,0,0.27465360165,"20130609023605",17637,24
903,0,"Technology:QTCreator","",140,0,0,0.316263974771,"20130609023606",16958,156
904,0,"Contributor:Ina_Schroeder","",222,0,0,0.188791308015,"20130609023607",17607,25
905,0,"Technology:HXT","",1175,0,0,0.59876220814,"20130609023608",19809,492
907,0,"Contribution:hxtPickler","",3642,0,0,0.417359901751,"20130609023609",21248,6451
908,0,"Technology:Struts","",1020,0,0,0.942940938522,"20130609023609",18981,909
909,0,"Technology:Seam","",1290,0,0,0.621850497569,"20130609023610",18936,876
911,0,"Contribution:dph","",3375,0,0,0.837926725692,"20130609023614",23967,5725
912,0,"Contribution:clojureRefs","",987,0,0,0.603054013098,"20130609023737",20841,2201
913,0,"Contribution:groovyDataFlowVariables","",963,0,0,0.590637615439,"20130609025122",20842,3025
914,0,"Contribution:jocamlJoinPatterns","",497,0,0,0.000992610031,"20130609025124",20843,2135
915,0,"Contributor:Jan_Baltzer","",214,0,0,0.101109364796,"20130609025126",17609,25
918,0,"Contribution:haskellDB","",3868,0,0,0.027177674223,"20130609025128",21282,8487
919,0,"Technology:XMLHttpRequest","",503,0,0,0.85448017412,"20130609025130",18971,413
922,0,"Technology:TCP","",271,0,0,0.655386371462,"20130609025131",18979,422
924,0,"Technology:HTTP","",371,0,0,0.441560122807,"20130609025133",18864,367
926,14,"Communications_protocol","",333,0,0,0.46156322983,"20130609025135",16135,522
929,14,"Server","",584,0,0,0.250372579728,"20130609025137",16253,65
932,0,"Technology:Apache_Tomcat","",691,0,0,0.791751678396,"20130609025138",19142,292
933,0,"Contribution:wxHaskell","",5224,0,0,0.485116822165,"20130609025448",24405,8666
934,0,"Contribution:writerMonad","",2174,0,0,0.348068843423,"20130609025450",21384,2354
936,0,"Contribution:html5tree","",3221,0,0,0.036280171951,"20130609025453",24406,10541
937,2,"TestingConfirm","",44,0,1,0.073556849102,"20130609025528",4453,0
938,3,"TestingConfirm","",88,0,1,0.973983139021,"20130609025529",4454,227
939,0,"Writer_monad","",1731,0,0,0.240205823819,"20130609025532",19637,1765
940,0,"Monoid","",1090,0,0,0.593148188796,"20130609025533",24543,1772
942,0,"Technology:Parsec","",1155,0,0,0.453071115868,"20130609025535",19176,705
943,0,"Functor","",1419,0,0,0.886860803005,"20130609025537",24544,1962
944,0,"Technology:DPH","",1121,0,0,0.642257951092,"20130609025538",19139,651
947,0,"Parallel_array","",1286,0,0,0.938964601723,"20130609025540",18617,820
949,0,"Array","",279,0,0,0.865370156574,"20130609025545",16394,103
952,0,"MVar","",1029,0,0,0.87920905943,"20130609025547",19072,883
953,100,"Hs101","",22,0,0,0.892875913374,"20130609025805",4675,402
954,0,"Technology:HaskellDB","",1493,0,0,0.022766844099,"20130609025807",19130,515
955,0,"HaskellDB","",64,1,0,0.063987438334,"20130609025809",13944,49
956,0,"Technology:MySQL","",314,0,0,0.999483467749,"20130609025810",18908,169
957,0,"Technology:ODBC","",150,0,0,0.235602316771,"20130609025812",18955,166
959,0,"Technology:DBDirect","",670,0,0,0.806560558802,"20130609025814",19140,517
960,0,"Relational_algebra","",405,0,0,0.809110541598,"20130609025816",18631,286
962,0,"Lambdaware","",346,0,0,0.361153551641,"20130609025818",16622,128
964,14,"Monad","",355,0,0,0.299144637528,"20130609025819",16213,70
966,0,"Arrow","",1304,0,0,0.598137269182,"20130609025821",19027,1417
967,0,"IO_Monad","",124,0,0,0.607606488527,"20130609025851",16572,91
968,0,"Technology:XML_pickler","",1129,0,0,0.432765380518,"20130609025852",19164,1077
969,0,"Technology:wxHaskell","",904,0,0,0.011011037303,"20130609025853",19159,386
970,0,"Technology:wxWidgets","",274,0,0,0.44055943999,"20130609025853",17014,155
971,0,"Technology:WHaskell","",51,1,0,0.146076806995,"20130609025927",15788,49
973,14,"Primitive_Type","",92,0,0,0.199502048877,"20130609025929",18313,108
974,0,"Zipper","",1071,0,0,0.402834858405,"20130609025932",21373,417
975,0,"Zipper_monad","",260,0,0,0.913811487099,"20130609025957",19004,333
976,0,"Technology:CGI","",216,0,0,0.607625355035,"20130609025958",18845,245
977,14,"Standard","",229,0,0,0.193613635076,"20130609030000",16262,53
978,0,"Technology:Happstack","",679,0,0,0.552925857298,"20130609030002",19131,640
979,0,"Technology:Heist","",657,0,0,0.779784189369,"20130609030004",19129,482
981,0,"Tree","",184,0,0,0.882874719462,"20130609030006",24428,216
982,0,"Parsec","",58,1,0,0.332978092436,"20130609030007",15505,46
984,0,"Contribution:xsdDataSet","",718,0,0,0.870527200085,"20130609030009",21288,1246
985,0,"Contribution:xsdClasses","",1175,0,0,0.14504113062,"20130609030011",21089,2199
986,0,"Rational_algebra","",45,1,0,0.014105584173,"20130609030013",15544,47
987,0,"Feature:Mapping","",509,0,0,0.316976419282,"20130609030014",24316,773
988,0,"Feature:Task_parallelism","",680,0,0,0.688414405071,"20130609030301",24323,520
992,0,"Contribution:jsf","",9397,0,0,0.635335186108,"20130609030554",24407,11719
993,2,"Foo","",47,0,1,0.650883783363,"20130609030618",5448,0
994,3,"Foo","",88,0,1,0.931186182941,"20130609030619",5449,226
995,0,"Contribution:prologSyb","",181,0,0,0.288051747838,"20130609030622",13824,160
996,0,"Ajax","",1926,0,0,0.089654431223,"20130609030623",19037,1121
997,0,"Technology:JSF","",2353,0,0,0.482001739269,"20130609030626",19154,1187
999,0,"Technology:GlassFish","",342,0,0,0.866020066357,"20130609030627",19135,213
1000,0,"Technology:JBoss_Application_Server","",360,0,0,0.986376172993,"20130609030629",19126,231
1008,14,"Architectural_pattern","",155,0,0,0.827602921424,"20130609030630",16118,69
1009,0,"MVC","",582,0,0,0.022571248121,"20130609030748",18591,762
1010,14,"Application_server","",167,0,0,0.396959013947,"20130609030837",16112,215
1011,0,"Technology:Java_EE","",268,0,0,0.346976259047,"20130609030838",19152,339
1014,0,"Contribution:zend","",3379,0,0,0.386733447672,"20130609030843",24408,9091
1019,14,"Multi-tier_architecture","",186,0,0,0.83972967049,"20130609030844",16215,64
1021,0,"Technology:Mozilla_Firefox","",182,0,0,0.143000581102,"20130609030845",19178,188
1022,0,"Technology:Internet_Explorer","",161,0,0,0.975726956845,"20130609030847",19128,233
1023,0,"Technology:Safari","",143,0,0,0.886148141914,"20130609030848",19170,189
1024,0,"Technology:Opera","",141,0,0,0.80063870364,"20130609030849",19177,210
1025,0,"Technology:Google_Chrome","",191,0,0,0.828089724366,"20130609030851",19134,185
1026,0,"Technology:Apache_HTTP_Server","",199,0,0,0.417810161617,"20130609031120",19143,184
1027,0,"Server-side_scripting","",169,0,0,0.242890376859,"20130609031121",18624,218
1028,0,"Language:PHP","",250,0,0,0.643317697387,"20130609031329",19083,396
1030,14,"Style_sheet_language","",216,0,0,0.416582561096,"20130609031506",16268,67
1031,0,"Language:CSS","",324,0,0,0.087278636444,"20130609031508",19091,216
1033,0,"Service-oriented_architecture","",121,0,0,0.460457370198,"20130609031516",18623,245
1034,0,"Front_Controller_pattern","",157,0,0,0.529043680726,"20130609031517",19517,249
1035,0,"Distributed_Multitier_architecture","",308,0,0,0.215429531829,"20130609031519",18401,536
1036,0,"Technology:Zend_framework","",877,0,0,0.391687500137,"20130609031521",19160,754
1038,14,"Architectural_component","",198,0,0,0.122667948124,"20130609031523",16115,205
1039,0,"Client-server_architecture","",235,0,0,0.372779550136,"20130609031525",18395,208
1040,0,"Three-tier_architecture","",188,0,0,0.498702549201,"20130609031539",18991,345
1041,0,"Contribution:pyjamas","",2089,0,0,0.373192260157,"20130609032220",24409,5784
1042,0,"Language:Python","",176,0,0,0.497301082367,"20130609032229",19082,546
1043,0,"Technology:Pyjamas","",613,0,0,0.418781974863,"20130609032241",18946,670
1063,0,"Feature:Restructuring","",505,0,0,0.429768679616,"20130609200243",24550,1272
1065,0,"Feature:Unparsing","",541,0,0,0.712237391961,"20130609032643",24320,471
1067,0,"Contribution:xmlReader","",1084,0,0,0.263571036859,"20130609032819",21090,2120
1072,0,"Object/Text_mapping","",164,0,0,0.667931098749,"20130609032821",17121,116
1075,0,"Technology:LINQ","",77,0,0,0.082200436525,"20130609034107",19181,202
1077,0,"Model","",173,0,0,0.234486501722,"20130609034211",18581,200
1078,0,"Text","",103,0,0,0.596429050135,"20130609034247",18995,329
1079,0,"Relational_database","",51,0,0,0.302117161616,"20130609034332",19304,219
1080,0,"Table","",122,0,0,0.181703434508,"20130609034417",21353,414
1081,0,"Concurrent_programming","",170,0,0,0.872674915566,"20130609034502",18387,273
1082,0,"Generic_programming","",169,0,0,0.983309634586,"20130609034502",19051,866
1083,0,"Technology:XmlReader","",257,0,0,0.4602019008,"20130609034529",15806,223
1085,0,"Feature:Voice_control","",178,0,0,0.694435800087,"20130609034530",16530,93
1086,0,"Feature:Touch_control","",219,0,0,0.693538770905,"20130609034613",16521,93
1087,0,"Feature:Intelligent_UI","",183,0,0,0.502971925871,"20130609034614",16506,87
1102,0,"Feature:Parsing","",546,0,0,0.166617544777,"20130609034921",24319,644
1105,0,"Feature:Localization","",164,0,0,0.612241463228,"20130609035025",16507,99
1106,0,"Contribution:csharpAspNetMvc","",2343,0,0,0.38091843148,"20130609035141",21221,6215
1107,0,"Techology:ASP_.NET","",203,0,0,0.636789557184,"20130609035255",17018,165
1108,14,"101stakeholder","",1851,0,0,0.374191102722,"20130609035255",23494,1370
1109,14,"101teacher","",154,0,0,0.997816934785,"20130609035343",23495,101
1110,14,"101learner","",183,0,0,0.09447982075,"20130609035354",23496,101
1111,14,"101technologist","",157,0,0,0.531083888593,"20130609035355",23497,117
1112,14,"101engineer","",282,0,0,0.427132943896,"20130609035542",23498,122
1113,14,"101companies","",688,0,0,0.187610857632,"20130609035643",16019,94
1121,14,"Technique","",376,0,0,0.853517069175,"20130609035707",16272,150
1122,14,"Unspecific_version","",145,0,0,0.61294395506,"20130609040249",16285,804
1123,0,"Contribution:rubyonrails","",800,0,0,0.749315067691,"20130609040250",24411,5314
1124,14,"Structural_modeling_language","",112,0,0,0.484694650282,"20130609040250",16266,127
1125,14,"Behavioral_modeling_language","",79,0,0,0.862087844888,"20130609040251",16122,105
1126,14,"Data_modeling_language","",82,0,0,0.518535408216,"20130609040423",16150,101
1127,0,"PONO","",80,0,0,0.329939621204,"20130609040627",16746,76
1130,14,"Generative_programming","",113,0,0,0.818570736054,"20130609040759",15368,121
1134,0,"Ontoware","",151,0,0,0.186132671368,"20130609040804",16738,125
1135,0,"Technology:Ruby_on_Rails","",693,0,0,0.645856343086,"20130609040804",19173,1345
1136,0,"Language:Ruby","",186,0,0,0.482669601884,"20130609040808",19081,243
1139,0,"Contribution:gwtTree","",2845,0,0,0.745253008977,"20130609040809",24412,11934
1140,14,"Build_tool","",110,0,0,0.722362803673,"20130609040810",16124,70
1144,0,"Contribution:csharpDryadLinq","",427,0,0,0.004445217627,"20130609040810",13289,442
1147,14,"Main","",1118,0,0,0.952699617449,"20130609040940",23500,1037
1148,14,"101main","",645,0,0,0.279841195711,"20130609040941",23425,666
1149,14,"101misc","",290,0,0,0.260628098377,"20130609040942",16054,117
1150,14,"Misc","",333,0,0,0.451187023351,"20130609040943",16209,100
1152,14,"Web_browser","",172,0,0,0.682406651352,"20130609040944",16288,57
1153,14,"Web_server","",141,0,0,0.107246149318,"20130609040945",16289,76
1154,14,"Web_technology","",169,0,0,0.943466317121,"20130609040946",16291,102
1155,14,"Language_technology","",307,0,0,0.346368943645,"20130609040947",18316,114
1156,14,"Development_technology","",243,0,0,0.733610422608,"20130609040948",16160,214
1157,14,"Application_technology","",339,0,0,0.867216265024,"20130609040949",16113,814
1160,14,"101ontologist","",196,0,0,0.342789257839,"20130609041010",16061,152
1162,0,"Feature:Web_UI","",377,0,0,0.483760736415,"20130609195851",24548,555
1163,0,"Feature:Undo/redo","",138,0,0,0.484645986744,"20130609041424",16528,204
1164,4,"Notification","",1590,0,0,0.173591698485,"20130609041424",7169,3001
1165,0,"Contribution:template","",470,0,0,0.778142603425,"20130609041615",20859,6228
1166,0,"Contribution:coq","",175,0,0,0.813036537486,"20130609041636",12892,87
1167,0,"Technology:Java_Bean","",229,0,0,0.286312290384,"20130609041708",19153,335
1169,0,"Technology:Facelets","",243,0,0,0.079169582166,"20130609041746",18877,268
1171,0,"Feature:Distribution","",339,0,0,0.216602393699,"20130609041746",24308,1235
1172,0,"Technology:Servlet_API","",213,0,0,0.367796456699,"20130609041832",19169,267
1173,0,"Technology:JSP","",364,0,0,0.862656961973,"20130609042155",18890,463
1176,0,"Language:JSON","",218,0,0,0.106505832242,"20130609042525",18542,173
1177,0,"Technology:XAMPP","",261,0,0,0.845531510274,"20130609042555",19337,446
1178,0,"Language:Perl","",258,0,0,0.502893970593,"20130609042843",18531,585
1180,0,"Technology:IndexedDB","",392,0,0,0.611174405455,"20130609042915",18906,380
1181,0,"Technology:jQuery","",164,0,0,0.013247424536,"20130609042953",18958,219
1182,0,"Language:WSDL","",148,0,0,0.214638470444,"20130609043032",18319,130
1184,14,"Web_service","",163,0,0,0.424166868483,"20130609043032",16290,340
1185,14,"Network_communication","",106,0,0,0.897857158964,"20130609043115",16216,133
1186,14,"Communication","",99,0,0,0.48046575411,"20130609043116",16133,92
1187,14,"101user","",358,0,0,0.07420701641,"20130609043148",23501,90
1188,14,"Space","",816,0,0,0.414221608027,"20130609044433",23502,794
1191,0,"Data_Access_Object","",151,0,0,0.819365615624,"20130609044454",19319,241
1192,4,"Guideline","",116,0,1,0.577946997427,"20130609044456",7682,923
1193,14,"Metadata_language","",152,0,0,0.805630106351,"20130609044904",18320,405
1194,0,"Language:JAXB_annotations","",149,0,0,0.259872326938,"20130609044951",18545,224
1196,0,"Language:xjc_POJOs","",162,0,0,0.924112345283,"20130609045054",13574,148
1198,0,"Technology:Web_storage","",676,0,0,0.089958424567,"20130609045055",19165,944
1200,14,"Parallelism","",96,0,0,0.498626325267,"20130609045055",16223,53
1201,0,"Data_parallelism","",260,0,0,0.646950825179,"20130609045147",18410,266
1205,0,"Technology:Maven","",133,0,0,0.584244444123,"20130609045257",21852,239
1206,0,"Language:XMI","",147,0,0,0.13902235597,"20130609045631",18565,249
1207,0,"Technology:MOF","",98,0,0,0.841670931742,"20130609045719",18918,143
1208,0,"Cookie","",131,0,0,0.515554083445,"20130609050714",18382,212
1209,0,"Contribution:spreadsheet","",246,0,0,0.311472635483,"20130609050958",21092,1803
1210,1,"101implementation:haskellConcurrent","",49,0,1,0.318030332503,"20130609051245",8283,35
1211,0,"Contribution:cppMpl","",434,0,0,0.051219455563,"20130609051246",12896,384
1212,0,"Contributor:Travis_Gockel","",101,0,0,0.652981990807,"20130609051247",17673,24
1213,0,"Language:CPlusPlus","",301,0,0,0.464576253595,"20130609051248",18513,254
1214,0,"Contribution:cppMPL","",19,1,0,0.884419872091,"20130609051248",13803,48
1215,0,"Data_Transfer_Object","",279,0,0,0.607032704397,"20130609051249",19321,240
1216,0,"Technology:WCF","",318,0,0,0.073565717975,"20130609051249",18975,513
1217,0,"Feature:Reusability","",212,0,0,0.979139287452,"20130609051250",20703,752
1218,14,"101design","",208,0,0,0.089102574319,"20130609051250",23428,193
1219,14,"101execution","",197,0,0,0.683347694145,"20130609051405",23429,196
1223,0,"Language:ATL","",187,0,0,0.164722724188,"20130609051407",19044,701
1224,0,"Contribution:xtext","",608,0,0,0.727839150911,"20130609051408",21093,3174
1225,0,"Contributor:Rolf-Helge_Pfeiffer","",35,0,0,0.52760513004,"20130609051409",13830,24
1227,0,"Contribution:emftext","",591,0,0,0.117338247315,"20130609051410",21239,4632
1228,0,"Contributor:Florian_Heidenreich","",112,0,0,0.292070097898,"20130609051412",17597,25
1229,0,"Contributor:Sven_Karol","",119,0,0,0.787517361654,"20130609051413",17659,24
1230,0,"Contributor:Christian_Wende","",172,0,0,0.191358192419,"20130609051414",17585,25
1231,0,"Contribution:rascal","",529,0,0,0.169149314044,"20130609051415",24413,1830
1232,0,"Contributor:Mark_Hills","",103,0,0,0.727955793569,"20130609051522",17631,24
1233,0,"Contributor:Bas_Basten","",125,0,0,0.301615351308,"20130609051525",17579,25
1234,0,"Contributor:Paul_Klint","",112,0,0,0.592534151772,"20130609051759",17645,24
1235,0,"Feature:Serialization","",669,0,0,0.249625203066,"20130609051800",24325,2873
1236,0,"Technology:Xtext","",87,0,0,0.799590358901,"20130609051801",19161,198
1237,14,"Metalanguage","",194,0,0,0.838872347184,"20130609051801",18321,169
1238,0,"Language:BNF","",141,0,0,0.745448320853,"20130609051802",16629,194
1239,0,"Language:EBNF","",103,0,0,0.404141010175,"20130609051802",16640,212
1240,0,"Technology:Ecore","",92,0,0,0.291576591869,"20130609051923",18880,195
1241,14,"101gatekeeper","",516,0,0,0.056365558465,"20130609052046",23503,357
1242,0,"Technology:Dropsbox","",112,0,0,0.31092422534,"20130609052136",18673,139
1243,0,"Feature:Visualization","",378,0,0,0.903311784187,"20130609052155",23431,732
1245,0,"Feature:Software_metrics_demo","",477,0,0,0.161213342058,"20130609052236",16516,998
1246,0,"Feature:Program_comprehension_demo","",564,0,0,0.917860104581,"20130609052239",18443,1142
1247,0,"Feature:Software_transformation_demo","",368,0,0,0.965002916658,"20130609052418",19058,1845
1248,0,"Language:Rascal","",93,0,0,0.724928752677,"20130609052419",16671,155
1249,0,"Technology:MoDisco","",127,0,0,0.322292812308,"20130609052509",19179,356
1250,0,"Contribution:tmvar","",884,0,0,0.36988919506,"20130609052529",23208,12938
1251,0,"Contributor:Jan_Reimann","",108,0,0,0.269470173838,"20130609052802",17611,25
1252,100,"Scripts","",4,0,0,0.660603085354,"20130609052803",8652,358
1258,14,"XML_technology","",101,0,0,0.295718720788,"20130609052807",16295,102
1259,14,"Programming_technology","",173,0,0,0.204363491109,"20130609052816",16242,141
1260,14,"101researcher","",108,0,0,0.479964551593,"20130609052818",16069,126
1261,14,"101linguist","",83,0,0,0.696395281147,"20130609052827",16050,96
1262,14,"101research20er","",132,0,0,0.508662867147,"20130609052828",23504,124
1269,14,"101idea","",1201,0,0,0.252519175567,"20130609052837",23505,413
1270,0,"101idea:igraph","",1164,0,0,0.893948340322,"20130609052838",23506,3609
1271,14,"101proposer","",125,0,0,0.980068381978,"20130609052841",23507,130
1274,0,"Contribution:happstack","",1829,0,0,0.242016033418,"20130609053000",23432,12368
1275,0,"101idea:sgrep","",238,0,0,0.401309799054,"20130609053001",19041,1834
1276,0,"101status:TODO","",162,0,0,0.409466777605,"20130609053001",16336,83
1278,0,"101status:DONE","",107,0,0,0.759082375242,"20130609053002",16332,83
1279,0,"101idea:wikinext","",408,0,0,0.493012421655,"20130609053516",23508,2220
1280,0,"101idea:social","",356,0,0,0.350612354971,"20130609054758",23509,1023
1282,0,"101idea:jtracer","",320,0,0,0.020626610736,"20130609055000",20710,7060
1285,0,"101status:ACTIVE","",158,0,0,0.343854992764,"20130609055001",16330,103
1286,14,"101priority","",97,0,0,0.389478292562,"20130609055518",16062,104
1290,0,"Technology:.NET_XML_Serialization","",198,0,0,0.741871504257,"20130609055628",18652,756
1291,0,"Dotnet:System.Xml.Serialization","",236,0,0,0.187397337819,"20130609060046",18399,236
1292,0,"Contribution:emfReflexive","",371,0,0,0.269578365314,"20130609060220",21291,3254
1293,0,"Contributor:Martin_Leinberger","",117,0,0,0.36174356203,"20130609060831",17635,24
1294,0,"Contribution:jqueryDom","",208,0,0,0.666255561318,"20130609060832",20992,1920
1295,0,"Contributor:Matt_Roberts","",97,0,0,0.030320006962,"20130609060832",17639,24
1296,0,"Contributor:Hugo_Brunelière","",98,0,0,0.632053964519,"20130609060833",17605,25
1297,0,"101idea:guide","",258,0,0,0.136526873051,"20130609060848",16315,813
1298,0,"Contribution:php","",293,0,0,0.855779250763,"20130609060849",24414,5844
1299,0,"Contributor:Lyzun_Oleksandr","",91,0,0,0.688327669564,"20130609060849",17625,25
1300,0,"Technology:GeSHi","",157,0,0,0.198596875217,"20130609060850",18872,148
1303,0,"Java:javax.swing","",126,0,0,0.888696076863,"20130609060851",18477,259
1304,0,"Technology:Swing","",144,0,0,0.016355887276,"20130609060851",18980,375
1305,0,"Technology:Guava","",93,0,0,0.087186539898,"20130609060852",20205,184
1306,0,"Technology:iText","",111,0,0,0.908789964076,"20130609061021",18960,251
1308,0,"Technology:OSCache","",79,0,0,0.48965738176,"20130609061212",19155,218
1309,0,"Technology:XStream","",102,0,0,0.726117246436,"20130609061324",18968,141
1310,0,"XML_serialization","",90,0,0,0.179116510305,"20130609061324",17058,114
1311,0,"Technology:JGoodies","",80,0,0,0.74238586002,"20130609061531",18896,175
1313,0,"Technology:Java_Media_APIs","",119,0,0,0.631179080912,"20130609061616",18883,290
1315,0,"Java:java_cup.runtime","",115,0,0,0.727779111715,"20130609061645",18457,247
1316,0,"Technology:CUP","",92,0,0,0.799124491016,"20130609061646",18680,275
1324,0,"Java:java.security","",127,0,0,0.730807106328,"20130609061730",20220,212
1327,0,"Technology:java.util","",189,0,0,0.540195902907,"20130609061731",20309,440
1328,0,"Technology:Java_collections","",188,0,0,0.219890275283,"20130609062510",20306,1096
1329,0,"Technology:Java_events","",131,0,0,0.873633319337,"20130609062511",20307,420
1330,0,"Technology:Java_misc","",117,0,0,0.293547158202,"20130609062511",20308,1426
1336,0,"Technology:AWT","",127,0,0,0.453007168135,"20130609063005",20289,297
1338,0,"Java:java.beans","",122,0,0,0.049964853696,"20130609063208",20240,300
1340,0,"Java:java.lang.annotation","",126,0,0,0.542967297669,"20130609063338",18451,302
1341,0,"Technology:java.lang.management","",100,0,0,0.913378302079,"20130609063339",20298,271
1342,0,"Technology:java.lang.reflect","",109,0,0,0.803145642146,"20130609063416",24142,373
1343,0,"Technology:java.lang","",111,0,0,0.850371186957,"20130609063500",20244,209
1344,0,"Technology:java.lang.ref","",102,0,0,0.830392327222,"20130609063546",20300,265
1345,14,"Java_package","",180,0,0,0.667999113528,"20130609063639",16186,562
1346,0,"Technology:Jaxen","",86,0,0,0.590846347919,"20130609063640",18924,147
1347,14,"Template_engine","",172,0,0,0.853107771581,"20130609063651",16274,130
1348,0,"Java:org.antlr.runtime","",83,0,0,0.874590488869,"20130609063652",16615,123
1349,0,"Technology:Jython","",51,0,0,0.074990331288,"20130609063704",18922,157
1350,0,"Technology:Rhino","",100,0,0,0.680695851022,"20130609063727",18943,167
1351,0,"Technology:Spring","",86,0,0,0.822407256288,"20130609063755",19167,213
1352,0,"Technology:JFreeChart","",86,0,0,0.720744420109,"20130609063845",19124,225
1353,0,"Technology:ASM","",141,0,0,0.208574181387,"20130609064340",18650,177
1354,0,"Technology:Jetty","",79,0,0,0.915724636012,"20130609064447",18923,175
1355,0,"Technology:Hamcrest","",79,0,0,0.376368265945,"20130609064448",18861,150
1356,0,"Technology:org.syntax.jedit","",76,0,0,0.350414132796,"20130609064507",20311,142
1357,0,"Technology:Plexus_XML","",98,0,0,0.907841639466,"20130609064709",20294,242
1358,0,"Technology:JGraph","",87,0,0,0.407651827097,"20130609064710",18895,133
1359,0,"Technology:dom4j","",70,0,0,0.983773791703,"20130609064833",17000,214
1360,0,"Technology:HTML_Parser","",84,0,0,0.921727761446,"20130609064838",18865,144
